Id,Sentiment,Acara TV,Text Tweet
229,positive,KickAndyMetroTV,Terima Kasih #kickandy sudah menginspirasi saya membuka mata banyak orang karena kesetiaan yang teruji itulah Cinta yang sesungguhnya
230,positive,KickAndyMetroTV,Cinta itu agung. Tuhan itu luar biasa. #KickAndy
231,positive,KickAndyMetroTV,riasan terbaik seorang wanita adalah semangat dan rasa percaya dirinya.. #kickandy
232,positive,KickAndyMetroTV,Nonton #kickandy. Menginspirasi sekali
233,positive,KickAndyMetroTV,"#kickandy kita mendukung Ahok, karena orang baik @KickAndyShow @Metro_TV"
234,positive,KickAndyMetroTV,Mantap pak ahok #kickandy
235,positive,KickAndyMetroTV,Manusia bersih pasti berani #KickAndy #TamuAhok
236,positive,KickAndyMetroTV,Suka dengan nasehat Pak Analta Amir yg meminta Ahok menyaring ucapan #kickand
237,positive,KickAndyMetroTV,"Nonton #kickandy Menarik, membuka pikiran, menginspirasi. Sukses selalu"
238,positive,KickAndyMetroTV,inilah jagoan saya!! hahahaha #kickandy
239,positive,KickAndyMetroTV,Salut lah sama orang2 kek gitu #kickandy
240,positive,KickAndyMetroTV,@KickAndyShow semoga tambah ok dan panjang umur. semoga acara nanti malam lancar #kickandy
241,positive,KickAndyMetroTV,Ajang orang-orang saling menginspirasi. #kickandy #kickandyheroes2017
242,positive,KickAndyMetroTV,"Suara Penta Boys ini memang keren banget, pantas jadi juara 1 di Rumania #KickAndy"
243,positive,KickAndyMetroTV,penta Boys ini masih eksis saja dan saya suka suara mereka. Keren #KickAndyp
244,positive,KickAndyMetroTV,"Rupanya, terselip beberapa detik di Kick Andy. Keren dan luar biasa"
245,positive,KickAndyMetroTV,Terimakasih #kickAndy
246,positive,KickAndyMetroTV,Tayangan yang sangat inspiratif yang banyak memberi motivasi kepada kita untuk lebih bisa mencintai orang-orang disabilitas #kickandy
247,positive,KickAndyMetroTV,"perjuagan mereka istimewa, krn mampu menembus keterbatasan sbg rasa syukur pada Allah, sangat menginspirasi. #KickAndy"
248,positive,KickAndyMetroTV,Syukurilah atas kehidupanmu saat ini #kickandy
249,positive,KickAndyMetroTV,"Acara yang sangat menginspirasi sekali, salut #kickandy"
250,positive,KickAndyMetroTV,"suka dengan semua tamu yang diundang, pasti menginspirasi #kickandy"
251,negative,KickAndyMetroTV,kalo udah di puncak jangan lupa sampahnya di bawa turun lagi karena alam bukan tempat nyampah stop nyampah di gunung #kickandy
252,negative,KickAndyMetroTV,RT @KickAndyShow: 61 WNA terancam dideportasi dan lia @gracialia terancam dipidanakan
253,negative,KickAndyMetroTV,Lebih baik menyalakan lilin daripada mengumpat kepada kegelapan #pejuangtangguh #kickandy
254,negative,KickAndyMetroTV,"aku ga mau bohongi diri sendiri. Gimbal Alas, Malang. #kickandy"
255,negative,KickAndyMetroTV,sampan tidak akan dapat belayar di padang pasir betapa pun jua emp http://ilha8253.m.nomor1.net/ilha8253/1001-burung-kertas.htm … #kickandy
256,negative,KickAndyMetroTV,"Bila kita mencari uang, kita akan dipaksa mengupayakan jangan malas http://ln.is/m.nomor1.com/KfMAp … #kickandy"
257,negative,KickAndyMetroTV,"Dalam hidup, terkadang kita lebih banyak mendapatkan apa yang tidak kita inginkan #NOMOR1.net #kickandy"
258,negative,KickAndyMetroTV,"Cobaan suami saat istri sakit, cobaan istri saat suami gak punya duit, miris #kickandy"
259,negative,KickAndyMetroTV,"Terharu mendengar puisi ""Perempuan yang tak berhenti terjaga"" dari anak-anak Ibu Shinta Nuriyah, miris #kickandy"
260,negative,KickAndyMetroTV,"anak itu milik berdua, bukan milik salah satu, bantulah istri mengasuh anak, seperti itu #Gusdur #kickandy"
261,negative,KickAndyMetroTV,"ujian suami adalah saat istri sakit, dan ujian istri adalah saat suami tidak punya apa-apa #kickandy"
262,negative,KickAndyMetroTV,#kickandy Bung Andy cuma mampir dgn gaya remaja sbg idola remaja dan tidak sempat beli
263,negative,KickAndyMetroTV,"Kelemahan Anda hanyalah sementara, karena Anda sedang memperkuatnya, tetapi bila Anda jadi #tekcmi144 #kickandy"
264,negative,KickAndyMetroTV,Kekuatan terbesar yang mampu mengalahkan stress adalah kemampuan memilih pikiran yang tepat. kita akan #hermafik95 #kickandy
265,negative,KickAndyMetroTV,Itu yg saya kesel. Coba kalo sodara km ngantri ke kanker. Coba km rasain. Kok bs gitu fitnah org. #KickAndy #SuaraHatiAhok
266,negative,KickAndyMetroTV,"Klo pulang ke rumah, mati. Ga ada yg urus. Miskin kok. Kita mw taruh dia di apartemen #KickAndy #SuaraHatiAhok"
267,negative,KickAndyMetroTV,Kalo dia berantem tdk ada telor busuk diketeknya #kickandy #pilkadadki
268,negative,KickAndyMetroTV,Pak @basuki_btp mukanya sedih banget pas kakak2 angkatnya ngomong. #kickAndy
269,negative,KickAndyMetroTV,Andy terlihat kaku dan jaga sikap saat mengundang Ahok menjadi tamu. Mungkin agar terlihat lebih formal #kickandy
270,negative,KickAndyMetroTV,Makin stress makin ngantuk #ahok #kickandy
271,negative,KickAndyMetroTV,"Jangan melihat orang dari cover nya aja, tapi lihat lah dia dari sisi lain nya. Fisik bisa saja sm namun isinya berbeda. #KickAndy"
272,negative,KickAndyMetroTV,kayak gajah yg dibilang psikolog di @Metro_TV #KickAndyMetroTv
273,negative,KickAndyMetroTV,Jangan di bakarin dong pak andy @KickAndyShow #kickandymetrot
274,negative,KickAndyMetroTV,bikin sakit perut nonton kisah sarjana tertua di indonesia.. #KickAndyMetroTv
275,negative,KickAndyMetroTV,Pekerjaan yg tdk sesuai dengan kualifikasi pendidikannya #KickAndyMetroTV
276,negative,KickAndyMetroTV,"Tp ttp tdk msk surga, jd ibadahnya sia2 hahaah RT @melanjhe: sp bilang orang bertato tdk boleh beribadah?!? #kickandymetrotv"
277,negative,KickAndyMetroTV,orang bertato tdk boleh beribadah?!? #kickandymetrotv
278,negative,KickAndyMetroTV,Apakah kamu bodoh? Tidak!.. Kamu di bodohi oleh suatu sistem Mike-marjinal @kickandymetrotv
279,negative,KickAndyMetroTV,"Gimana soal UN g bs bocor, pertanyaan Malaikat di alam kubur aja udah bocor. #KickAndyMetroTV"
280,negative,KickAndyMetroTV,Masa ada anak lulus dg nilai palingg tinggi dan lulus SNMPTN Undangan bidik misi pdhl dia susah sekali... @SBYudhoyono #kickandymetrotv
281,negative,KickAndyMetroTV,"Orang Belanda aja peduli sama orang2 indonesia yg berada d daerah terisolir, gimana dg pemerintah indonesia? Zhonk kickandyMetroTV"
282,negative,KickAndyMetroTV,Merinding deh nonton #KickAndyMetroTV
283,negative,KickAndyMetroTV,Indonesia2. Bahkan kita dididik untuk menjadi rusak.. #kickandymetrotv
284,negative,KickAndyMetroTV,Parahnya kualitas pendidikan di Indonesia  #kickandymetrotv
285,negative,KickAndyMetroTV,demi apapun ya kick andy sekarang botak?  #kickandymetrotv
286,negative,KickAndyMetroTV,jadi merasa malu krn kalah dari org yg tdk sempurna tapi mempunyai yg lebih dari org sempurna #kickandymetrotv
287,negative,KickAndyMetroTV,Hukum di Indonesia masih jauh dari kata ADIL #KickAndyMetroTV
288,negative,KickAndyMetroTV,"aku kira makin tua makin keladi, malah jd macan ompong. Melempem. kecewa liat amin rais di @kickandymetrotv"
289,negative,KickAndyMetroTV,"#kickAndyMetroTV MEDIA harus mengisi lebih banyak ttg kisah sukses di TV, bukan gosip, berita rusuh & acara2 GG JELAS, tai kucing!! #CATET"
290,negative,KickAndyMetroTV,"#kickAndyMetroTV jika ingin dihargai orang, hargailah orang lain juga"
291,negative,KickAndyMetroTV,Dibawah sana banyak yg lebih sulit jangan banyak mengeluh #kickandymetrotv
292,negative,KickAndyMetroTV,"Hidup adalah  perjuangan yang melelahkan, capek #kickandy"
293,negative,KickAndyMetroTV,Orang-orang yang berhenti belajar akan menjadi bodoh  #kickandy http://untub6158.m.humandesignindonesia.com/untub6158/rahasia-dalam-memikat-
294,negative,KickAndyMetroTV,"Ambillah waktu untuk berfikir, jangan jadi perusak #kickandy http://koepb3112.m.networknumberone.com/koepb3112/tak-ada-yang-berubah-meski-sa"
295,negative,KickAndyMetroTV,miris ketika melihat banyak perusak di indonesia #kickandy
296,negative,KickAndyMetroTV,sistem Mike-marjinal banyak membodohi orang #kickandy
297,negative,KickAndyMetroTV,stress melihat semua kekacauan yang ada #kickandy
298,negative,KickAndyMetroTV,"kesel banget, coba kalian ada di posisi pak ahok #kickandy"
299,negative,KickAndyMetroTV,"coba pulang kerumah, mati. Ga ada yg urus. Miskin kok. Kita akan taruh dia di apartemen #KickAndy #SuaraHatiAhok"
300,negative,KickAndyMetroTV,"tidak ada orang bodoh, yang ada hanya orang malas"
301,positive,MataNajwaMetroTV,"Setuju. Al misbah, mata najwa dan kick andy program favorit"
302,positive,MataNajwaMetroTV,Metro_TV Mata Najwa: Pancasila Punya Kita http://metrotvn.ws/zNAj3qeb
303,positive,MataNajwaMetroTV,"Selera gue ini gatau akhir2 ini suka banget nonton metro tv kalo ga kick andy mata najwa, selera menua"
304,positive,MataNajwaMetroTV,Mantap Mata Najwa. Pasti seru nih
305,positive,MataNajwaMetroTV,Sahabat2.. yuk nonton Mata Najwa di Metro TV bersama Ketua Umum DPP PKB
306,positive,MataNajwaMetroTV,Suarakan terus kebenaran Mata Najwa
307,positive,MataNajwaMetroTV,"Selamat @NajwaShihab dan keluarga besar @Metro_TV Prestasi yg luar biasa, Dialog keren, rugi klo terlewatkan nonton mata najwa"
308,positive,MataNajwaMetroTV,@TV_MATANAJWA Semoga acara Mata Najwa Metro TV jadi acara favorit dan semakin jaya berkualitas di masa mendatang
309,positive,MataNajwaMetroTV,Pasti menang cuma mata najwa yang paling ok RT @Metro_TV: Dukung Mata Najwa menjadi Program TV terbaik http://tl.gd/nnoc2f
310,positive,MataNajwaMetroTV,"Mata Najwa MetroTV, Inspiratif"
311,positive,MataNajwaMetroTV,KENAPA HARI INI TERASA TENTRAM DAN BAHAGIA NONTON MATA NAJWA @Metro_TV
312,positive,MataNajwaMetroTV,Mata Najwa paling keren acaranya matanya setajam silet
313,positive,MataNajwaMetroTV,Mata Najwa malam ini kayaknya bakal seru banget
314,positive,MataNajwaMetroTV,Mata Najwa memang paling keren Mantap
315,positive,MataNajwaMetroTV,"Keren! Tampil di Kandang Lawan, Pak Anies Baswedan Tampak Gemilang di Mata Najwa Metro TV"
316,positive,MataNajwaMetroTV,memang cukup romantis dan memuaskan pemirsa krn adanya mata najwa semakin sukses
317,positive,MataNajwaMetroTV,Menarik sekali mengikuti diskusi Ahok - Anis di Mata Najwa http://fb.me/5KYy9nAdC
318,positive,MataNajwaMetroTV,ahok merasa pinter dan merasa hebat di debat acara mata najwa metro tv.
319,positive,MataNajwaMetroTV,Mata Najwa dan Metro Tv berpihak pada paslon 3 Untung Ahok cerdas. Semangat pak! Allah bersamamu
320,positive,MataNajwaMetroTV,"Sudah terbukti di mata Najwa, kalau Ahok lebih hebat dari Anis Insaallah Ahok Jarot menang.."
321,positive,MataNajwaMetroTV,"sip, keren. debat ala mata najwa lebih keren daripada ala kpud yg sdh diatur utk lbh jaim"
322,positive,MataNajwaMetroTV,semoga bapak jokowi melihat acara mata najwa supaya masalah masalah yg dipelosok dapat diatasi
323,positive,MataNajwaMetroTV,keren deh. Mata Najwa juga.
324,positive,MataNajwaMetroTV,metro tv keren inspiratif dgn mata najwa nya kick andy
325,positive,MataNajwaMetroTV,metro tv emang tv paling keren ya edukatif dan menginspirasi seperti mata najwa dan kick andy
326,positive,MataNajwaMetroTV,Pemimpin itu harus Cerdas santun Tegas jujur bersih saya pilih AniesSandiPemersatu #MataNajwaMetroTv
327,positive,MataNajwaMetroTV,"Liat pemimpin2 yg islami, cerdas, teladan #matanajwametrotv"
328,positive,MataNajwaMetroTV,rame banget malam ini #MataNajwaMetroTV selalu menunggu topik lain yang seru dan nambah wawasan.
329,positive,MataNajwaMetroTV,Kado indah malam ini. @najwashihab  matanajwametrotv https://instagram.com/p/3OoWqCwgYj/
330,positive,MataNajwaMetroTV,"Tjokro dan rumahnya menjadi teladan, tentang senioritas yang menghidupkan dan bukan mengkerdilkan. #MataNajwaMetroTv"
331,positive,MataNajwaMetroTV,"Semangat bp bambang woidjojayanto,, @matanajwaMetroTv,, #saveKPK"
332,positive,MataNajwaMetroTV,belajar dari gusdur matanajwametrotv
333,positive,MataNajwaMetroTV,"mata najwa, ibu susi bpk dahlan dan bpk faisal basri inspiratif #matanajwametrotv"
334,positive,MataNajwaMetroTV,metro tv keren malam ini yang lg malam mingguan rugi klo ga nonton mata najwa @matanajwametrotv
335,positive,MataNajwaMetroTV,Kemerdekaan adalah hak segala bangsa #TanyaJokowi #MataNajwaMetroTV
336,positive,MataNajwaMetroTV,Seru nih mata najwa malam ini #MATANAJWAMETROTV
337,positive,MataNajwaMetroTV,Salut buat Ahok. #matanajwametrotv #hutjekardah
338,positive,MataNajwaMetroTV,Super Salut dengan Pak Ahok #matanajwametrotv
339,positive,MataNajwaMetroTV,"Matanajwametrotv berwibawa tak byk kata_berkuasa tetap sederhana, kagum"
340,positive,MataNajwaMetroTV,Salut dan bangga sm pak BJ. Habibie utk yg kesekian kalinya #MataNajwaMetroTV
341,positive,MataNajwaMetroTV,"obrolan santai menarik abraham slamet, jk, jokowi, anis baswedan, ganjar #matanajwametrotv"
342,positive,MataNajwaMetroTV,"Anis baswedan , jokowi , ganjar pranowo , JK , abraham samad inspirasi indonesia  Keren !!! #matanajwametrotv"
343,positive,MataNajwaMetroTV,para pemimpin yg luar biasa #MataNajwaMetroTv
344,positive,MataNajwaMetroTV,"Kerendahan, kesederhanaan pak jokowi ini patut di tiru #matanajwametrotv"
345,positive,MataNajwaMetroTV,Seru nih Dahlan Iskan dan ketua DPR #matanajwametroTV
346,positive,MataNajwaMetroTV,Desa Bebas Rokok yg sangat menginspirasi dan ternyata ada. Luar biasa #MataNajwaMetroTV
347,positive,MataNajwaMetroTV,Selalu dan masih terinspirasi dengan cinta BJH dan HAB #matanajwaMetroTV http://myloc.me/8DDtO
348,positive,MataNajwaMetroTV,Selalu memberikan banyak inspirasi #matanajwaMetroTV
349,positive,MataNajwaMetroTV,Narasumber yang luar biasa #matanajwaMetroTV
350,positive,MataNajwaMetroTV,Cie yg lg ada job di @MataNajwa
351,negative,MataNajwaMetroTV,setelah nonton mata najwa soal radikalisme di @Metro_TV langsung keluar berita tersebut. Seram
352,negative,MataNajwaMetroTV,"Mata Najwa acara sampah, yg cuman memperkeruh suasana. Gue sbg pelajar mending pilih ILC. @MataNajwa @NajwaShihab @Metro_TV"
353,negative,MataNajwaMetroTV,kata aneh lagi diacara mata najwa metrotv mengajarkan Islam kepada umat Islam dikatakan Islamisi lebih edan lagi tokoh Islam manggut2
354,negative,MataNajwaMetroTV,ILC mendinginkan Mata Najwa memprovokasi Metro tv emang tv sampah ga bosan2 memojokan islam ! Metro tv perusak pancasila
355,negative,MataNajwaMetroTV,"Laporkan metro tv ke kpi, metro itu stres mata najwa selalu kalah oleh ILC"
356,negative,MataNajwaMetroTV,KECEWA MATA NAJWA MALAM INI TIDAK BERMUTU!! NARASI NAJWA BUKTI DIA GA NGERTI MASALAH KARENA KEBERPIHAKAN JADILAH KEBODOHAN
357,negative,MataNajwaMetroTV,"@Metro_TV untuk acara Mata najwa, host nya @NajwaShihab JANGAN SUKA MENYELA PEMBICARAAN ORANG KALAU BELUM SELESAI. GAK SOPAN"
358,negative,MataNajwaMetroTV,Jadi emosi & sakit hati nonton mata najwa @metro tv. Ganti chanel masakan aja
359,negative,MataNajwaMetroTV,"MASA DARI ISIS MIMIN ITU BOM KP. MELAYU, MAAF KATANYA ISIS ORGANISASI APA IKUT ORGANISASI MBAK MATA NAJWA? BETULKAH ITU MIMIN?"
360,negative,MataNajwaMetroTV,"fotonya kok @Pak_JK , yg integritasnya tdk jelas. Merusak reputasi Mata Najwa aja"
361,negative,MataNajwaMetroTV,gara2 di bantai teman sendiri sesama anggota DPR di mata najwa lu langsung benci metro TV
362,negative,MataNajwaMetroTV,@Metro_TV Muak melihat kesombongan FZ di acara live Mata Najwa
363,negative,MataNajwaMetroTV,"males lihat @Metro_TV biarpun yg datang org nomor satu dunia, ogah. @Metro_TV dan pembawa acara mata najwa sdh dicontreng hitam"
364,negative,MataNajwaMetroTV,"keseringan masuk @Metro_TV dan bergaul sama mata najwa, engga diapa-apain ngadu2"
365,negative,MataNajwaMetroTV,"Kan udah bilang di mata najwa metro tv, tanya aja sendiri ke bapak anis, kok fitnah"
366,negative,MataNajwaMetroTV,Kenapa MUI tidak mengeluarkan Fatwa Haram Korupsi? Rasanya harus undang jg para petinggi MUI di mata najwa
367,negative,MataNajwaMetroTV,"Bravo Mata Najwa.. Debat Pilgub DKI kali ini garing,kalah sama MataNajwa yg mampu menggali lbh dalam #MataNajwa @Metro_TV"
368,negative,MataNajwaMetroTV,"#BatalDebatKarena Kasihan... pas debat Mata Najwa di metrotv aja Pak Basuki sudah hampir nangis, ga kebayang kemarin debat lagi"
369,negative,MataNajwaMetroTV,Setelah acara di mata najwa kasihan Pak Anies jd bulan2an di medsos untuk dihujat #AhokDjarotDiRosi
370,negative,MataNajwaMetroTV,"Nyetel metro tv mata najwa debat kemaren Bikin kesel masalah rumah, coba cek skrg msh ada ga itu rumah di webnya"
371,negative,MataNajwaMetroTV,"waktu awal sandi muncul sbg cawagub di metro tv dlm acara mata najwa, pak sandi sdh berbohong...."
372,negative,MataNajwaMetroTV,Ini Kesaksian Mengejutkan Pendukung Anies Yang Merasa Tertipu Di Acara Mata Najwa. MENIPU @Metro_TV @MataNajwa
373,negative,MataNajwaMetroTV,"#MataNajwaDebatJakarta  Di kandang Ahok, Metro TV, dan mata Najwa  Mereka bagaikan sampah yg berserakan Anies pilihanku  Pasti"
374,negative,MataNajwaMetroTV,Katanya boikot MetroTV tp kok ngintip Mata Najwa
375,negative,MataNajwaMetroTV,"Malas lihat Anies, bawa sial aja ini orang, lebih baik lihat Ahok aja di Mata Najwa"
376,negative,MataNajwaMetroTV,Nonton Mata Najwa @Metro_TV gw liat Anies ngomong bikin ngantuk #anaktangsel
377,negative,MataNajwaMetroTV,mata najwa  selalu menuduh menjelekan lawan memfonis lawan
378,negative,MataNajwaMetroTV,"Liat Mata Najwa @Metro_TV males, diskusi @basuki_btp sama @aniesbaswedan ga imbang.. salah satunya jualan mimpi"
379,negative,MataNajwaMetroTV,kayaknya mata Najwa mengadu domba kedua cagub di putaran 2 Pilkada DKI nih...
380,negative,MataNajwaMetroTV,"gak mungkin saya di penjara, saksinya aja palsu kok. Kata pak Ahok  #TerbuktiTeruji #MataNajwaMetroTv"
381,negative,MataNajwaMetroTV,"pak anis pak anis, rekaman 2 thn lalu msh disimpan loh sm metrotv  gak malu ya nelen ludah sendri? #MataNajwaMetroTv"
382,negative,MataNajwaMetroTV,Sebagus apapun sistem ketika yang menjalankan orang yg tidak baik. Maka jadilah sistem itu tidak baik pula #matanajwametrotv
383,negative,MataNajwaMetroTV,"Ridwan Bae tai  Tampang aja udah ngeselin, ayo mbk nana bully trus si Bae,, #MataNajwaMETROTV"
384,negative,MataNajwaMetroTV,Miris liat pengaturan skor di sepakbola indonesia  #matanajwametrotv
385,negative,MataNajwaMetroTV,"Dahulu pemuda berperang melawan penjajah, sekarang pemuda melawan kebiasaan buruk yang tak kunjung berubah #matanajwametrotv"
386,negative,MataNajwaMetroTV,Pasrah pak ? Haha TAI #MataNajwaMetroTV #SepakBolaMilikSiapa?
387,negative,MataNajwaMetroTV,"lo bilang kita2 ga punya kerjan ya, @radityadika #MataNajwaMetroTv"
388,negative,MataNajwaMetroTV,PSSI tempat pelacur diri sudah tak punya hati nurani! memalukan @MataNajwaMetroTV
389,negative,MataNajwaMetroTV,#MataNajwaMetroTV jembatan comal masih blm jadi... akibatya padat merayap...
390,negative,MataNajwaMetroTV,Bagaimana penegak MELANGGAR hukum? Kita TIDAK membayar SERAGAM mereka hanya untuk menegakkan HUKUM RIMBA @MataNajwa #MataNajwaMetroTv
391,negative,MataNajwaMetroTV,Pak wapresnya diketawain mulu ( bajusama staff hotel & celana robek ) @boediono  #matanajwametrotv
392,negative,MataNajwaMetroTV,RT @PutryVanVan: pemimpin itu mendongrak keadaan bukan mengokohkan materi #Matanajwametrotv
393,negative,MataNajwaMetroTV,"Tdk cukup dg menonton saja, km harus masuk kedalamnya untuk melakukan perubahan Ahok MataNajwaMetroTV"
394,negative,MataNajwaMetroTV,lembaga negara di indonesia bobrok semua...  #matanajwametrotv
395,negative,MataNajwaMetroTV,Org2 tolol. Dibilang DI DUGA dia udh mencak2. Yakin bgt jd tersangka #MataNajwaMetroTV
396,negative,MataNajwaMetroTV,ini apa banget deh gw paling kesel klo orang2 pada debat pake emosi gini @matanajwametrotv
397,negative,MataNajwaMetroTV,Orang miskin semakin miskin klo sekolah melakukan pungutan liar terus
398,negative,MataNajwaMetroTV,"ga boLeh emosi, cepat tua, nonton #matanajwametrotv ,lihat bapak #hotmansutapea tiba2 ikut emosi bicara"
399,negative,MataNajwaMetroTV,"dr penampilan saja kyk preman taunya bkin kisruh, perusak #matanajwametrotv"
400,negative,MataNajwaMetroTV,"Jawab aja ga usah berbelit-belit. Muter2 ga jelas, Buang2 waktu. ga mutu #matanajwametroTV"
